english,italian
How the <b>FUCK</b> did he manage to... not even get <i>ANYTHING</i> of value?,"<|im_start|>utente</|im_start|>
Come diavolo è riuscito a… non ottenere nemmeno <i>niente</i> di valore?
<|im_end|>

<|im_start|>assistente</|im_start|>"
"On the top-box you see the words, 'Kauldrige R. Special Cartridge Quillwells.'","<|im_start|>utente</|im_start|>
In parte superiore della scatola si leggono le parole: “Kauldrige R. Cartuccia Speciale Quillwells”."
"The bird sputters around for a moment. Then he pauses, and scratches his beak.",Il uccello emette alcuni suoni strani per un momento; poi si ferma e si gratta il becco.
Then he opens the book to the first page of the dozen or so pages of foreword.,Poi apre il libro e va alla prima pagina dei circa dodici pagine di prefazione.
"Catch him on it. <b>For the Revolution</b>. Stand up to him first, then do it!","<|im_start|>utente</|im_start|> Catturalo mentre lo fa. <b>Per la Rivoluzione</b>. Affrontalo prima, e poi fallo!"
This esoteric beast holds but one great disadvantage with this horrific guise.,"Questo “mostro esoterico”, sotto questa orribile maschera, presenta però un unico grande svantaggio…"
No one would leave a book like this. Not without it being stolen very quickly.,Nessuno lascerebbe un libro del genere… A meno che non venisse rubato immediatamente.
It must be because you tricked it with the Voting Card! That was a great move!,"Deve essere perché l’hai ingannato con la Carta di Voto! È stata una mossa davvero geniale!
<|im_end|>"
"The visuals here, along with the inland lions would suggest something similar.","Gli elementi visivi presenti qui, insieme ai leoni che vivono nelle zone interne, suggeriscono qualcosa di simile."
Then it forms once more into words. That feminine sigh seeping into your ears.,Poi si ricompone di nuovo in parole… Quel sospiro femminile che penetra nelle tue orecchie…
"Swinging it around, the paladin performs a pommel strike, aiming at your neck.","Girando la spada, il paladino sferra un colpo alla punta della lama, mirando al tuo collo."
The Flame Tongue arcs through the space where your neck was a half-second ago.,La “Lingua di Fuoco” attraversa lo spazio in cui un attimo fa si trovava il tuo collo.
"Along the handle is a button. However, it appears permanently pressed down on.","Lungo il manico c’è un pulsante; tuttavia, sembra essere premuto in modo permanente."
The hair at the back of your neck stands on end as you sense the sudden shift.,I capelli alla base del collo ti si rizzano tutti quando percepisci questo improvviso cambiamento.
Might be time. The mystery of the <i>man-in-yellow</i> clearly leads that way.,Forse è arrivato il momento. Il mistero dell’<i>uomo in giallo</i> chiaramente conduce in quella direzione.
"It is too far removed, his position, his life, his skin, his claws and fangs.","<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"One of them, a long-haired dwarf with droopy eyes throws you a cool head-nod.","Uno di loro, un nano dai capelli lunghi e con gli occhi tristi, ti fa un cenno del capo… davvero affascinante."
Suddenly jumping out of the pile - with a poof of moldy dust - is a pinecone.,"All’improvviso, tra una nuvola di polvere muffita, emerge un pino di pinoli."
"But of course, you do have the skills to draw basic conclusions. So go ahead.","Ma ovviamente, possiedi le competenze necessarie per trarre conclusioni di base. Quindi procedi pure."
"You aimed at Patriarch. More realistically, you would have ended up a Sender.","<|im_start|>utente</|im_start|>  
Avresti dovuto puntare al Patriarca… Ma, in modo più realistico, saresti probabilmente finito a diventare un “Inviatore”.  

<|im_end|>  

<|im_start|>assistente</|im_start|>"
You should put on the lid. To make sure this does not happen to someone else.,Dovresti mettere il coperchio. Per assicurarti che questo non accada a qualcun altro.
They should have left them in the east. The Curselands is a Reedsian problem.,Avrebbero dovuto lasciarle a est. I Curselands sono un problema esclusivamente dei Reedsian.
Your body crashes against stone until you finally come to rest at the bottom.,"Il tuo corpo si schianta contro le pietre, fino a quando finalmente non si ferma sul fondo."
He's not exactly happy to speak with you. But he is happy to gain your favor.,"<|im_start|>utente</|im_start|>
Non è esattamente felice di parlare con te… Ma è disposto ad ottenere il tuo favore.

<|im_end|>

<|im_start|>assistente</|im_start|>"
"Right. The telepathic link cuts out with a booming, bassy noise in your ears.","Giusto. Il legame telepatico si interrompe, accompagnato da un rumore forte e profondo nelle orecchie."
"Yeah, but she's an <i>angel</i>. There's probably a higher standard involved.","Sì, ma lei è un <i>angelo</i>. Probabilmente ci sono standard più elevati da rispettare."
You will tell the tale of <i>The Chamber and the Valve</i> to your offspring.,Racconterai la storia di <i>La Camera e la Valvola</i> ai tuoi discendenti.
There's a small plate with a fair bit of crowns scattered about the surface.,C’è un piccolo piatto su cui sono disperse diverse corone sulla superficie.
"The dwarf begins to walk away, leaving you and Snell speechless on the pier.","Il nano inizia ad allontanarsi, lasciandovi voi e Snell senza parole, sul molo."
That provided no protection. It isn't armor in the traditional sense at all.,Quello non offriva alcuna protezione. Non si trattava affatto di un’armatura nel senso tradizionale del termine.
I hope he can't see me naked. (Try your best not to imagine yourself naked.),"<|im_start|>utente</|im_start|>
Spero che non possa vedermi nudo… (Cerca di non immaginare di essere nudo tu stesso.)</|im_end|>
<|im_start|>assistente</|im_start|>"
"He reads your intentions before you can act, shifting his weight to counter.","Lui legge le tue intenzioni prima ancora che tu possa agire, e modifica la propria posizione per contrastarle."
The words leave your lips as if you've spoken them a hundred thousand times.,Le parole escono dalle tue labbra come se le avessi pronunciate centomila volte.
Your companion glares at the corpse. His head then slowly turns towards you.,Il tuo compagno fissa con rabbia il cadavere; poi il suo sguardo si dirige lentamente verso di te.
"You see the Gelatinous Cube shake, more violently for every passing second.","Vedete che il frullato contenente il Cubo Gelatinoso si agita sempre più violentemente, di secondo in secondo."
None but the greatest Arcanists held the knowledge to craft one of these...,<|im_end|>
"He puts down his axe, which was dangerously close to the back of your neck.","Lui mette giù la sua ascia, che era pericolosamente vicina alla parte posteriore del tuo collo."
"You shouldn't have used that phrasing. Bad memories, for everyone involved.","<|im_start|>utente</|im_start|>
Non avresti dovuto usare quell’espressione… Ricordi dolorosi, per tutti quelli coinvolti.</|im_end|>
<|im_start|>assistente</|im_start|>"
"She, too, gives off a face of apolitical diplomacy. How deliciously rancid.",Anche lei mostra un atteggiamento di diplomatica indifferenza verso le questioni politiche… Che modo deliziosamente ipocrita di comportarsi.
I see. Like one of those things adventurers use when sleeping on a journey.,<|im_end|>
You catch something. A glimpse of light within the darkness of his helmet.,"<|im_start|>utente</|im_start|>
Vedi qualcosa… Un barlume di luce nell’oscurità del suo casco.

<|im_end|></|im_start|>
<|im_start|>assistente</|im_start|>"
"Stories about men, striving to conquer the foreign hordes and their lands.",Storie di uomini che si sforzano di conquistare le orde straniere e i loro territori.
"It's an intelligent strategic move, if you wish to control your neighbors.","È una mossa strategica intelligente, se si desidera controllare i propri vicini."
"Well, uh... there's probably <i>some</i> way for you to sell these. Right?","Beh, ehm… probabilmente esiste <i>qualche</i> modo per vendere queste cose, giusto?"
"Your companion stares at the gem in your hand, stuttering out a few words.","Il tuo compagno fissa la gemma che hai in mano, balbettando qualche parola."
"She's not exactly the most talkative person, but damn if she's not useful.","Lei non è certo la persona più loquace, ma di certo è molto utile."
Gorm squints at you and the piece of ancient paper you're waving around. \,Gorm strizza gli occhi verso di te e verso quel pezzo di carta antica che stai agitando in giro.
Stopping this rally will show the ineffectiveness of the Azgals once more.,Interrompere questa manifestazione dimostrerà ancora una volta l’inefficacia dei gruppi Azgals.
He flinches as you do what appears to be a powerful heave with both hands.,"Lui sobbalza quando fai quel movimento apparentemente molto potente, utilizzando entrambe le mani."
"Within the slits of his helmet, you see the faint shimmer of a bony face.","<|im_start|>utente</|im_start|>
All’interno delle fessure del suo elmo si intravede il debole bagliore di un volto ossuto."
"You're shivering in front of him, just from him asking a simple question.","<|im_start|>utente</|im_start|>
Ti stai tremando davanti a lui, solo perché ti ha fatto una domanda semplice.</|im_end|>
<|im_start|>assistente</|im_start|>"
"He's laughing. Someone's out there trying to kill you, and he's laughing.","Sta ridendo. C’è qualcuno là fuori che sta cercando di ucciderti, e lui ride."
THAT INBRED IDIOT ALWAYS SAID THE SAME PHRASE WHENEVER HE OPENED MY BOOK.,QUEL IDIOTA INBREDO ripeteva SEMPRE LA STESSA FRASE Ogni volta che apriva il mio libro.
There's also a marking on the right leg. A circle with a cross inside it.,C’è anche un segno sulla gamba destra: un cerchio con una croce al suo interno.
"As the two of you are a few steps away from the crate, he takes a breath.","Mentre voi due siete a pochi passi dalla cassa, lui fa un respiro profondo."
He was touched by feminine corruption. No wonder he fell to demi-lichdom.,Fu corrotto dal fascino femminile… Non c’è da meravigliarsi che sia caduto in preda alla demonezia.
You pick up the first thing you can grab and hurl it with all your might.,"<|im_start|>utente</|im_start|>
Prendi la prima cosa che ti capita sotto mano e la lanci con tutte le tue forze.</|im_end|>
<|im_start|>assistente</|im_start|>"
