english,italian,source_files
You see thoughts starting to swirl behind the dwarf's dark eyes.,,sharedassets4.assets
Your gut twists at the thought of tumbling down those red rocks.,,sharedassets4.assets
You do not understand how it works. Perhaps she does not either.,,sharedassets4.assets
She smiles in a way that completely breaks down your defenses. \,,sharedassets4.assets
You understand little about this esoteric relic of the Gate Era.,,sharedassets4.assets
You should have evidence to solve this. It's not that difficult.,,sharedassets6.assets
"Time to make a different, <i>better</i> joke. That'll be smooth.",,sharedassets8.assets
The merman stares at you in silence as you step up to the door.,,sharedassets14.assets
"He opens his mouth to speak, still staring at you, dumbfounded.",,sharedassets20.assets
You are a true genius. Now <b>conquer this overgrown squid</b>.,,sharedassets20.assets
"The entire illusion wanders off, far into a deep, deep hallway.",,sharedassets20.assets
They must have fallen asleep from sitting on the dungeon floor.,,sharedassets20.assets
Yet all it seems to do is cause the grin upon its maw to widen.,,sharedassets20.assets
"The BLACK RAT then lets out a voice like grinding millstones, \",,sharedassets4.assets
Rude to lock people out. Crime scenes should be public viewing.,,sharedassets4.assets
You should be aware of the fact that this is literally a devil.,,sharedassets4.assets
Around you - a vast survey site of a type of Divine Era temple.,,sharedassets4.assets
She catches herself from releasing any more profane comments. \,,sharedassets4.assets
Trouble on Waterlane View? There's <i>always</i> trouble there.,,sharedassets6.assets
"The goblin, who has been glaring at your awful form, mutters, \",,sharedassets9.assets
"He is not annoyed. In fact, he cares so little it is alarming.",,sharedassets0.assets
Your goblin companion rubs his eyes as he listens to the joke.,,sharedassets17.assets
"She approaches the massive Zweihânder, propped up on the wall.",,sharedassets18.assets
"The goblin eventually makes it down to you, gasping for air. \",,sharedassets19.assets
"So? Who cares, <i>you'll</i> make it. That's all that matters.",,sharedassets2.assets
The zombie is resistant to necrotic damage. As are all undead.,,sharedassets2.assets
"It would be embarrassing for anyone, of any age, to fail this.",,"sharedassets20.assets, sharedassets7.assets"
Esoteric bullshit like this has a tendency to <i>do stuff</i>.,,sharedassets20.assets
Courage in the face of danger is the sign of true masculinity.,,sharedassets20.assets
"The goblin is glaring at the horrific <i>thing</i>, yelling, \",,sharedassets20.assets
"He lifts his head even higher to proclaim a single question, \",,sharedassets23.assets
He shows off a wide set of teeth in a blindingly flashy smile.,,sharedassets23.assets
"You are unsure if this is the spell, or simply a fungal thing.",,sharedassets23.assets
"Ready for his first strike, you hop from foot to foot lightly.",,sharedassets24.assets
"Life? But he's dead. You should tell him that, he'd appreciat-",,sharedassets3.assets
"Right, that is a spell you used to keep prepared all the time.",,sharedassets3.assets
"She mimics casting a spell with her hands, then points to you.",,sharedassets4.assets
You will have to solve this problem by talking to the dwarves.,,sharedassets4.assets
You should go grovel before her to make up for this silliness.,,sharedassets4.assets
Waves of foul power course through his neck and down his body.,,sharedassets4.assets
"He barks a quick laugh, then notices how close you are to him.",,sharedassets4.assets
"Your companion lifts his hands up into the air and exclaims, \",,sharedassets4.assets
"She states the words less as a question, despite it being one.",,sharedassets6.assets
"Let's see... to be <b>honest</b>, or to be <b>flattering</b>?",,sharedassets20.assets
"Even the Appleboy couldn't handle all that oozing stuff, eh?",,sharedassets2.assets
"Last time you supported them, your life took a drastic turn.",,sharedassets2.assets
Your innards churn by having to listen to his strange tales.,,sharedassets20.assets
The Fortress of Verdune is a popular dungeoneering location.,,sharedassets20.assets
The poor goblin has trouble evaluating your insane question.,,sharedassets20.assets
The force of the fire must have sent you tumbling backwards.,,sharedassets20.assets
"Well, you can stop breathing <i>then</i>. In the meantime...",,sharedassets24.assets
"They found you the next day on the ground, barely breathing.",,sharedassets3.assets
The goblin clears his throat and gives the halfling a bow. \,,sharedassets4.assets
"Cutthroat, sharp, eyes on the prize. A Freestrider no doubt.",,sharedassets4.assets
He's already thinking of how to discredit you in the papers.,,sharedassets4.assets
"He does not look too happy when he gives you a begrudging, \",,sharedassets4.assets
"She glances at the stack of papers and mutters to herself, \",,sharedassets4.assets
Taking you for granted? This goblin needs to learn humility.,,sharedassets4.assets
You see the months and seasons marked into the copper plate.,,sharedassets6.assets
The large one stands up and raises his fists into the air. \,,sharedassets7.assets
"You pop the screw-on lid off, and chug it in a single sweep.",,sharedassets9.assets
"(Look at the very, very heavy machine. Then look at her.) \",,sharedassets15.assets
One of the older dwarves spits on the ground next to him. \,,sharedassets4.assets
"Your companion attempts to compose himself, then mutters, \",,sharedassets4.assets
The silent kid in the back raises his fist into the air. \,,sharedassets19.assets
"Your scarf nudges up against your left ear and whispers, \",,sharedassets19.assets
"Like, 'don't touch the dead, they're full of black magic'.",,sharedassets2.assets
Needles... more like <i>needless</i>! Heh... hate needles.,,sharedassets20.assets
"Your companion rushes into action, taking out his sling. \",,sharedassets20.assets
(Clear your throat for an uncomfortable amount of time.) \,,sharedassets23.assets
It makes a loud noise when your chainmail hits the ground.,,sharedassets23.assets
"Nearly then begins playing again, speaking over the music.",,sharedassets4.assets
The voice fades along with that ever-so unnerving grumble.,,sharedassets4.assets
"As he stares at the floor of the rollermill, he replies, \",,sharedassets7.assets
The owner shut down rather than deal with organized labor.,,sharedassets7.assets
Τα Ελληνικά είναι μια αρχαία γλώσσα με μοναδικό αλφάβητο.,,sharedassets1.assets
She moves back to Rixbiter and pokes her with an elbow. \,,sharedassets4.assets
She sure has been working for these guys for a long time.,,sharedassets6.assets
You only have a few more minutes left before it is time.,,sharedassets10.assets
Your talking scarf morphs back into a not-talking scarf.,,sharedassets10.assets
What do you call the guy who lost his toes to frostbite?,,sharedassets20.assets
"The goblin lines up a shot with his sling and mutters, \",,sharedassets20.assets
"Your companion nervously glances to you, and whispers, \",,sharedassets20.assets
He reluctantly moves his gaze off the beast to face you.,,sharedassets23.assets
"You feel the cut in your leg, but it barely bothers you.",,sharedassets3.assets
This 'Dragon' sounds dangerous. Keep track of her fangs.,,sharedassets4.assets
The goblin walks away without acknowledging you further.,,sharedassets4.assets
She <i>is</i> lonely. But her demeanor does not scream \,,sharedassets6.assets
She's not the type to appreciate being <i>talked at</i>.,,sharedassets6.assets
Who would not? Norvik is the greatest city on the Coast.,,sharedassets6.assets
Getting into the tea shop on day one? That's impressive.,,sharedassets6.assets
His expression actually changed. Don't trust his words.,,sharedassets0.assets
Let's see if he's lying. Ask something really specific.,,sharedassets0.assets
"Shenanigans? Ah. She, too, is a dodger of consequences.",,sharedassets18.assets
You should pray to this thing. It is stronger than you.,,sharedassets20.assets
"You have one chance. Break loose now, or get swallowed.",,sharedassets20.assets
(Look at him until he actually tells you what he does.),,sharedassets20.assets
"He's got an old friend in the city, then. Good for him!",,sharedassets22.assets
You should not judge a book by its haunting appearance.,,sharedassets4.assets
She takes a step back as you approach the mailbox slit.,,sharedassets4.assets
